source,author,title,description,content,published_at,text,clean_text,sentiment,sentiment_score,date,emotion,emotion_score,Bigram_sadness,Frequency_sadness,Bigram_joy,Frequency_joy,Bigram_anger,Frequency_anger
Biztoc.com,aljazeera.com,"‘Do you sell cars?’: Jaguar’s rebrand prompts mockery, confusion online","British luxury carmaker Jaguar is under fire over a colourful new advertising campaign that promotes inclusivity but lacks one key ingredient – any reference to cars.
Released across multiple social media platforms, the 30-second clip features models of varyi…",British luxury carmaker Jaguar is under fire over a colourful new advertising campaign that promotes inclusivity but lacks one key ingredient any reference to cars.Released across multiple social med… [+150 chars],2024-11-21T08:11:55Z,"‘Do you sell cars?’: Jaguar’s rebrand prompts mockery, confusion online British luxury carmaker Jaguar is under fire over a colourful new advertising campaign that promotes inclusivity but lacks one key ingredient – any reference to cars.
Released across multiple social media platforms, the 30-second clip features models of varyi… British luxury carmaker Jaguar is under fire over a colourful new advertising campaign that promotes inclusivity but lacks one key ingredient any reference to cars.Released across multiple social med… [+150 chars]",Do you sell cars Jaguars rebrand prompts mockery confusion online British luxury carmaker Jaguar is under fire over a colourful new advertising campaign that promotes inclusivity but lacks one key ingredient any reference to cars Released across multiple social media platforms the 30second clip features models of varyi British luxury carmaker Jaguar is under fire over a colourful new advertising campaign that promotes inclusivity but lacks one key ingredient any reference to carsReleased across multiple social med 150 chars,Negative,0.59283035993576,2024-11-21,anger,0.468711525201797,trade unionist,2,luxury carmakers,2,british car,4
ABC News,The Associated Press,Radical Jaguar rebrand and new logo sparks ire online,A promotional video for a rebrand of British luxury car brand Jaguar is being criticized online for showing models in brightly colored outfits — and no car,"NEW YORK -- A promotional video for a rebrand of British luxury car brand Jaguar is being criticized online for showing models in brightly colored outfits and no car.
The rebrand, which includes a n… [+2077 chars]",2024-11-20T17:34:32Z,"Radical Jaguar rebrand and new logo sparks ire online A promotional video for a rebrand of British luxury car brand Jaguar is being criticized online for showing models in brightly colored outfits — and no car NEW YORK -- A promotional video for a rebrand of British luxury car brand Jaguar is being criticized online for showing models in brightly colored outfits and no car.
The rebrand, which includes a n… [+2077 chars]",Radical Jaguar rebrand and new logo sparks ire online A promotional video for a rebrand of British luxury car brand Jaguar is being criticized online for showing models in brightly colored outfits and no car NEW YORK A promotional video for a rebrand of British luxury car brand Jaguar is being criticized online for showing models in brightly colored outfits and no car The rebrand which includes a n 2077 chars,Negative,0.63471132516861,2024-11-20,anger,0.964609265327454,defeat groveling,2,new rebrand,2,confusion angers,4
The Drum,Gordon Young,Jaguar rebrand a complete comms car-crash,"A brave new world or scorched Earth? What else could we be talking about other than Jaguar’s contentious rebrand? Gordon Young explores.When a legacy brand like Jaguar decides to reinvent itself, the stakes are undeniably high. The automotive icon, synonymous…","A brave new world or scorched Earth? What else could we be talking about other than Jaguars contentious rebrand? Gordon Young explores.When a legacy brand like Jaguar decides to reinvent itself, the … [+6151 chars]",2024-11-20T14:16:00Z,"Jaguar rebrand a complete comms car-crash A brave new world or scorched Earth? What else could we be talking about other than Jaguar’s contentious rebrand? Gordon Young explores.When a legacy brand like Jaguar decides to reinvent itself, the stakes are undeniably high. The automotive icon, synonymous… A brave new world or scorched Earth? What else could we be talking about other than Jaguars contentious rebrand? Gordon Young explores.When a legacy brand like Jaguar decides to reinvent itself, the … [+6151 chars]",Jaguar rebrand a complete comms carcrash A brave new world or scorched Earth What else could we be talking about other than Jaguars contentious rebrand Gordon Young exploresWhen a legacy brand like Jaguar decides to reinvent itself the stakes are undeniably high The automotive icon synonymous A brave new world or scorched Earth What else could we be talking about other than Jaguars contentious rebrand Gordon Young exploresWhen a legacy brand like Jaguar decides to reinvent itself the 6151 chars,Neutral,0.733169257640839,2024-11-20,anger,0.793433606624603,totally different,2,mark companys,2,logo colorful,3
Biztoc.com,foxbusiness.com,Lifelong Jaguar customer troubled by 'baffling' 'woke' rebrand: 'Going in a very sad direction',"Jaguar is facing backlash after announcing a rebrand of its luxury car company on Tuesday, with a longtime customer worrying the brand is headed in a ""sad"" and ""troubling"" direction.
The British car brand turned heads on Tuesday with its release of a new ad, …","Jaguar is facing backlash after announcing a rebrand of its luxury car company on Tuesday, with a longtime customer worrying the brand is headed in a ""sad"" and ""troubling"" direction.The British car b… [+154 chars]",2024-11-20T22:52:23Z,"Lifelong Jaguar customer troubled by 'baffling' 'woke' rebrand: 'Going in a very sad direction' Jaguar is facing backlash after announcing a rebrand of its luxury car company on Tuesday, with a longtime customer worrying the brand is headed in a ""sad"" and ""troubling"" direction.
The British car brand turned heads on Tuesday with its release of a new ad, … Jaguar is facing backlash after announcing a rebrand of its luxury car company on Tuesday, with a longtime customer worrying the brand is headed in a ""sad"" and ""troubling"" direction.The British car b… [+154 chars]",Lifelong Jaguar customer troubled by baffling woke rebrand Going in a very sad direction Jaguar is facing backlash after announcing a rebrand of its luxury car company on Tuesday with a longtime customer worrying the brand is headed in a sad and troubling direction The British car brand turned heads on Tuesday with its release of a new ad Jaguar is facing backlash after announcing a rebrand of its luxury car company on Tuesday with a longtime customer worrying the brand is headed in a sad and troubling directionThe British car b 154 chars,Negative,0.635822057723999,2024-11-20,sadness,0.772163927555084,spot elon,2,models dressed,2,light 20,3
The Week Magazine,"theweekonlineeditorsuk@futurenet.com (Harriet Marsden, The Week UK)",John Prescott: was he Labour's last link to the working class?,'A total one-off' tributes have poured in for the former deputy PM and trade unionist,"Tributes have flooded in after the family of John Prescott announced his death, aged 86, from complications arising from Alzheimer's disease.
The former trade unionist and MP for Kingston upon Hull … [+4905 chars]",2024-11-21T14:53:25Z,"John Prescott: was he Labour's last link to the working class? 'A total one-off' tributes have poured in for the former deputy PM and trade unionist Tributes have flooded in after the family of John Prescott announced his death, aged 86, from complications arising from Alzheimer's disease.
The former trade unionist and MP for Kingston upon Hull … [+4905 chars]",John Prescott was he Labours last link to the working class A total oneoff tributes have poured in for the former deputy PM and trade unionist Tributes have flooded in after the family of John Prescott announced his death aged 86 from complications arising from Alzheimers disease The former trade unionist and MP for Kingston upon Hull 4905 chars,Neutral,0.653686821460724,2024-11-21,sadness,0.939923465251923,social media,2,social media,2,colorful new,3
Biztoc.com,forbes.com,What Executives Can Learn From Jaguar’s New Rebranding Campaign,"Rebranding campaigns are meant to generate favorable awareness and positive press coverage about products. But in the case of Jaguar, its efforts this week to rebrand the iconic British car created the wrong kind of attention, including a headline-making cont…","Rebranding campaigns are meant to generate favorable awareness and positive press coverage about products. But in the case of Jaguar, its efforts this week to rebrand the iconic British car created t… [+146 chars]",2024-11-24T02:05:31Z,"What Executives Can Learn From Jaguar’s New Rebranding Campaign Rebranding campaigns are meant to generate favorable awareness and positive press coverage about products. But in the case of Jaguar, its efforts this week to rebrand the iconic British car created the wrong kind of attention, including a headline-making cont… Rebranding campaigns are meant to generate favorable awareness and positive press coverage about products. But in the case of Jaguar, its efforts this week to rebrand the iconic British car created t… [+146 chars]",What Executives Can Learn From Jaguars New Rebranding Campaign Rebranding campaigns are meant to generate favorable awareness and positive press coverage about products But in the case of Jaguar its efforts this week to rebrand the iconic British car created the wrong kind of attention including a headlinemaking cont Rebranding campaigns are meant to generate favorable awareness and positive press coverage about products But in the case of Jaguar its efforts this week to rebrand the iconic British car created t 146 chars,Neutral,0.543831765651703,2024-11-24,neutral,0.911927223205566,sleek ultramodern,2,stuff luxury,2,internet users,3
Biztoc.com,nbcnews.com,"British carmaker Jaguar reveals glossy rebrand that features no cars, confuses the internet","It's certainly eye-catching: A group of multiracial, gender-bending models emerge from an elevator in cutting-edge makeup and bright-colored clothing to a techno-industrial beat into an austere, prismatic landscape.
But one thing is missing from the storied B…","It's certainly eye-catching: A group of multiracial, gender-bending models emerge from an elevator in cutting-edge makeup and bright-colored clothing to a techno-industrial beat into an austere, pris… [+151 chars]",2024-11-20T01:03:42Z,"British carmaker Jaguar reveals glossy rebrand that features no cars, confuses the internet It's certainly eye-catching: A group of multiracial, gender-bending models emerge from an elevator in cutting-edge makeup and bright-colored clothing to a techno-industrial beat into an austere, prismatic landscape.
But one thing is missing from the storied B… It's certainly eye-catching: A group of multiracial, gender-bending models emerge from an elevator in cutting-edge makeup and bright-colored clothing to a techno-industrial beat into an austere, pris… [+151 chars]",British carmaker Jaguar reveals glossy rebrand that features no cars confuses the internet Its certainly eyecatching A group of multiracial genderbending models emerge from an elevator in cuttingedge makeup and brightcolored clothing to a technoindustrial beat into an austere prismatic landscape But one thing is missing from the storied B Its certainly eyecatching A group of multiracial genderbending models emerge from an elevator in cuttingedge makeup and brightcolored clothing to a technoindustrial beat into an austere pris 151 chars,Neutral,0.590400695800781,2024-11-20,neutral,0.425362586975098,seen jaguar,2,team sniffing,2,backlash internet,3
CNBC,,JaGUar? Luxury automaker defends controversial rebrand amid pivot to EVs,New logos and promotional videos unveiled by the classic British car brand drew the ire of many on social media this week.,"Luxury carmaker Jaguar has defended a rebrand that drew widespread criticism on social media this week.
The company, part of Tata Motors-owned group Jaguar Land Rover, released a new logo that saw i… [+4254 chars]",2024-11-22T13:46:31Z,"JaGUar? Luxury automaker defends controversial rebrand amid pivot to EVs New logos and promotional videos unveiled by the classic British car brand drew the ire of many on social media this week. Luxury carmaker Jaguar has defended a rebrand that drew widespread criticism on social media this week.
The company, part of Tata Motors-owned group Jaguar Land Rover, released a new logo that saw i… [+4254 chars]",JaGUar Luxury automaker defends controversial rebrand amid pivot to EVs New logos and promotional videos unveiled by the classic British car brand drew the ire of many on social media this week Luxury carmaker Jaguar has defended a rebrand that drew widespread criticism on social media this week The company part of Tata Motorsowned group Jaguar Land Rover released a new logo that saw i 4254 chars,Neutral,0.658210277557373,2024-11-22,anger,0.935291171073914,seb dalycollision,2,team unveiled,2,logo slated,3
USA Today,Charles Curtis,Jaguar's new logo and weird ad gets ripped by everyone,Everyone is very confused.,"Hey, Jaguar is coming up with a new rebrand with their “Copy Nothing” ad that has gone viral, mostly because it’s very futuristic … but also because there’s no cars in the entire thing.
Isn’t that t… [+871 chars]",2024-11-20T17:11:43Z,"Jaguar's new logo and weird ad gets ripped by everyone Everyone is very confused. Hey, Jaguar is coming up with a new rebrand with their “Copy Nothing” ad that has gone viral, mostly because it’s very futuristic … but also because there’s no cars in the entire thing.
Isn’t that t… [+871 chars]",Jaguars new logo and weird ad gets ripped by everyone Everyone is very confused Hey Jaguar is coming up with a new rebrand with their Copy Nothing ad that has gone viral mostly because its very futuristic but also because theres no cars in the entire thing Isnt that t 871 chars,Neutral,0.434669196605682,2024-11-20,surprise,0.701766610145569,sad troubling,2,theres purr,2,dec miami,3
Americanthinker.com,,Stuck on stupid: Jaguar takes a drive off Bud Light cliff,"Some things I can't understand.

Such as how a storied old company with a golden brand name could desecrate its image through a new campaign","Some things I can't understand.
Such as how a storied old company with a golden brand name could desecrate its image through a new campaign ""proving"" that it's woke and out of touch with the public?… [+5221 chars]",2024-11-20T05:00:00Z,"Stuck on stupid: Jaguar takes a drive off Bud Light cliff Some things I can't understand.

Such as how a storied old company with a golden brand name could desecrate its image through a new campaign Some things I can't understand.
Such as how a storied old company with a golden brand name could desecrate its image through a new campaign ""proving"" that it's woke and out of touch with the public?… [+5221 chars]",Stuck on stupid Jaguar takes a drive off Bud Light cliff Some things I cant understand Such as how a storied old company with a golden brand name could desecrate its image through a new campaign Some things I cant understand Such as how a storied old company with a golden brand name could desecrate its image through a new campaign proving that its woke and out of touch with the public 5221 chars,Negative,0.954478085041046,2024-11-20,disgust,0.644456028938293,sad direction,2,think theres,2,marketing guru,3
Freerepublic.com,CNBC,JaGUar? Luxury automaker defends controversial rebrand amid pivot to EVs,"KEY POINTS * A rebrand unveiled by classic British car brand Jaguar drew the ire of many on social media this week, as the company prepares to relaunch in 2026 with only electric models. * Jaguar, part of Tata Motors subsidiary Jaguar Land Rover, said the red…","Skip to comments.
JaGUar? Luxury automaker defends controversial rebrand amid pivot to EVsCNBC ^
 | November 22, 2024
 | By Jenni Reid
Posted on 11/22/2024 5:51:37 AM PST by Oldeconomybuyer
KEY … [+7444 chars]",2024-11-22T13:51:37Z,"JaGUar? Luxury automaker defends controversial rebrand amid pivot to EVs KEY POINTS * A rebrand unveiled by classic British car brand Jaguar drew the ire of many on social media this week, as the company prepares to relaunch in 2026 with only electric models. * Jaguar, part of Tata Motors subsidiary Jaguar Land Rover, said the red… Skip to comments.
JaGUar? Luxury automaker defends controversial rebrand amid pivot to EVsCNBC ^
 | November 22, 2024
 | By Jenni Reid
Posted on 11/22/2024 5:51:37 AM PST by Oldeconomybuyer
KEY … [+7444 chars]",JaGUar Luxury automaker defends controversial rebrand amid pivot to EVs KEY POINTS A rebrand unveiled by classic British car brand Jaguar drew the ire of many on social media this week as the company prepares to relaunch in 2026 with only electric models Jaguar part of Tata Motors subsidiary Jaguar Land Rover said the red Skip to comments JaGUar Luxury automaker defends controversial rebrand amid pivot to EVsCNBC November 22 2024 By Jenni Reid Posted on 11222024 55137 AM PST by Oldeconomybuyer KEY 7444 chars,Neutral,0.727498590946198,2024-11-22,anger,0.946486413478851,rebrand replete,2,transitions electric,2,mocking luxury,3
NDTV News,Ritu Singh,"Harsh Goenka Reacts To Jaguar's New Ad: ""More Like An Art Film""","The ad featured a diverse cast of models dressed in bold, techno-inspired outfits, showcasing the brand&#039;s modernised aesthetic.","British luxury automaker Jaguar recently released a promotional video, sparking a debate on social media. The vibrant branding film featured a diverse cast of models dressed in bold, techno-inspired … [+2480 chars]",2024-11-24T13:41:46Z,"Harsh Goenka Reacts To Jaguar's New Ad: ""More Like An Art Film"" The ad featured a diverse cast of models dressed in bold, techno-inspired outfits, showcasing the brand&#039;s modernised aesthetic. British luxury automaker Jaguar recently released a promotional video, sparking a debate on social media. The vibrant branding film featured a diverse cast of models dressed in bold, techno-inspired … [+2480 chars]",Harsh Goenka Reacts To Jaguars New Ad More Like An Art Film The ad featured a diverse cast of models dressed in bold technoinspired outfits showcasing the brand039s modernised aesthetic British luxury automaker Jaguar recently released a promotional video sparking a debate on social media The vibrant branding film featured a diverse cast of models dressed in bold technoinspired 2480 chars,Neutral,0.566466152667999,2024-11-24,joy,0.717873752117157,rebrand luxury,2,unveiled forthcoming,2,luxury automaker,3
Thegatewaypundit.com,Jim Hᴏft,Far-Left Blowhard Cenk Uygur Turns on His Own Party After Kamala’s Humiliating Defeat — Now Groveling for a Spot in Elon Musk’s DOGE Team!,"Cenk Uygur, founder and lead host of The Young Turks, appears to have distanced himself from his party’s usual rhetoric.
The post Far-Left Blowhard Cenk Uygur Turns on His Own Party After Kamala’s Humiliating Defeat — Now Groveling for a Spot in Elon Musk’s D…","Photo by Seb Daly/Collision via SportsfilePhoto by Seb Daly/Collision via Sportsfile
Cenk Uygur, founder and lead host of The Young Turks, appears to have distanced himself from his party’s usual rh… [+5387 chars]",2024-11-21T14:30:36Z,"Far-Left Blowhard Cenk Uygur Turns on His Own Party After Kamala’s Humiliating Defeat — Now Groveling for a Spot in Elon Musk’s DOGE Team! Cenk Uygur, founder and lead host of The Young Turks, appears to have distanced himself from his party’s usual rhetoric.
The post Far-Left Blowhard Cenk Uygur Turns on His Own Party After Kamala’s Humiliating Defeat — Now Groveling for a Spot in Elon Musk’s D… Photo by Seb Daly/Collision via SportsfilePhoto by Seb Daly/Collision via Sportsfile
Cenk Uygur, founder and lead host of The Young Turks, appears to have distanced himself from his party’s usual rh… [+5387 chars]",FarLeft Blowhard Cenk Uygur Turns on His Own Party After Kamalas Humiliating Defeat Now Groveling for a Spot in Elon Musks DOGE Team Cenk Uygur founder and lead host of The Young Turks appears to have distanced himself from his partys usual rhetoric The post FarLeft Blowhard Cenk Uygur Turns on His Own Party After Kamalas Humiliating Defeat Now Groveling for a Spot in Elon Musks D Photo by Seb DalyCollision via SportsfilePhoto by Seb DalyCollision via Sportsfile Cenk Uygur founder and lead host of The Young Turks appears to have distanced himself from his partys usual rh 5387 chars,Neutral,0.705471992492676,2024-11-21,sadness,0.830273628234863,point seen,2,unveiled modern,2,jaguar luxury,3
Freerepublic.com,UK Daily Mail,The American marketing guru who masterminded Jaguar's woke rebrand: BLM-supporting designer from New York who lives with Scottish husband and their cockapoo Mia boasted of British car icon's 'transformative journey',"This is the self-styled marketing guru who masterminded the 'woke' rebranding of the iconic Jaguar car which has sparked furious reaction and ridicule around the world, MailOnline can reveal. Santino Pietrosanti, who boasted at an awards dinner that Jaguar ha…","Skip to comments.
The American marketing guru who masterminded Jaguar's woke rebrand: BLM-supporting designer from New York who lives with Scottish husband and their cockapoo Mia boasted of British … [+2765 chars]",2024-11-21T12:57:14Z,"The American marketing guru who masterminded Jaguar's woke rebrand: BLM-supporting designer from New York who lives with Scottish husband and their cockapoo Mia boasted of British car icon's 'transformative journey' This is the self-styled marketing guru who masterminded the 'woke' rebranding of the iconic Jaguar car which has sparked furious reaction and ridicule around the world, MailOnline can reveal. Santino Pietrosanti, who boasted at an awards dinner that Jaguar ha… Skip to comments.
The American marketing guru who masterminded Jaguar's woke rebrand: BLM-supporting designer from New York who lives with Scottish husband and their cockapoo Mia boasted of British … [+2765 chars]",The American marketing guru who masterminded Jaguars woke rebrand BLMsupporting designer from New York who lives with Scottish husband and their cockapoo Mia boasted of British car icons transformative journey This is the selfstyled marketing guru who masterminded the woke rebranding of the iconic Jaguar car which has sparked furious reaction and ridicule around the world MailOnline can reveal Santino Pietrosanti who boasted at an awards dinner that Jaguar ha Skip to comments The American marketing guru who masterminded Jaguars woke rebrand BLMsupporting designer from New York who lives with Scottish husband and their cockapoo Mia boasted of British 2765 chars,Neutral,0.490564554929733,2024-11-21,anger,0.980278074741364,platform car,2,unveiled updated,2,new advertisementwith,3
Business Insider,ggoodwin@businessinsider.com (Grace Eliza Goodwin),Jaguar debuts its new branding in a video — and it's missing one thing: cars. It's getting roasted by some online.,Jaguar debuted a new video for its relaunched all-electric branding — but it was missing something: cars. Even Elon Musk poked fun at his competitor.,"British luxury carmaker Jaguar unveiled new branding this week ahead of its all-electric vehicle launch  and some people on social media, including Tesla's Elon Musk, were quick to pounce.
The revam… [+4253 chars]",2024-11-20T20:52:20Z,"Jaguar debuts its new branding in a video — and it's missing one thing: cars. It's getting roasted by some online. Jaguar debuted a new video for its relaunched all-electric branding — but it was missing something: cars. Even Elon Musk poked fun at his competitor. British luxury carmaker Jaguar unveiled new branding this week ahead of its all-electric vehicle launch  and some people on social media, including Tesla's Elon Musk, were quick to pounce.
The revam… [+4253 chars]",Jaguar debuts its new branding in a video and its missing one thing cars Its getting roasted by some online Jaguar debuted a new video for its relaunched allelectric branding but it was missing something cars Even Elon Musk poked fun at his competitor British luxury carmaker Jaguar unveiled new branding this week ahead of its allelectric vehicle launch and some people on social media including Teslas Elon Musk were quick to pounce The revam 4253 chars,Neutral,0.571320474147797,2024-11-20,anger,0.840262413024902,young turks,2,updated logo,2,media week,3
Dezeen,Tom Ravenscroft,"Jaguar unveils ""unique and fearless"" rebrand for ""complete reset""",British car brand Jaguar has unveiled its updated logo as part of a rebrand to mark the company's move to electric-only cars. The rebrand was realised by the carmaker's in-house team and unveiled via an advert that was mocked by online commentators for its la…,"British car brand Jaguar has unveiled its updated logo as part of a rebrand to mark the company's move to electric-only cars.
The rebrand was realised by the carmaker's in-house team and unveiled vi… [+2512 chars]",2024-11-21T11:00:55Z,"Jaguar unveils ""unique and fearless"" rebrand for ""complete reset"" British car brand Jaguar has unveiled its updated logo as part of a rebrand to mark the company's move to electric-only cars. The rebrand was realised by the carmaker's in-house team and unveiled via an advert that was mocked by online commentators for its la… British car brand Jaguar has unveiled its updated logo as part of a rebrand to mark the company's move to electric-only cars.
The rebrand was realised by the carmaker's in-house team and unveiled vi… [+2512 chars]",Jaguar unveils unique and fearless rebrand for complete reset British car brand Jaguar has unveiled its updated logo as part of a rebrand to mark the companys move to electriconly cars The rebrand was realised by the carmakers inhouse team and unveiled via an advert that was mocked by online commentators for its la British car brand Jaguar has unveiled its updated logo as part of a rebrand to mark the companys move to electriconly cars The rebrand was realised by the carmakers inhouse team and unveiled vi 2512 chars,Neutral,0.646252393722534,2024-11-21,joy,0.52680104970932,appears distanced,2,vehicle manufacturing,2,luxury vehicle,3
Knowyourmeme.com,Philipp,"Jaguar ""Copy Nothing"" Rebrand and Logo Change","Overview Jaguar ""Copy Nothing"" Rebrand and Logo Change refers to a 2024 rebranding campaign by the British car company Jaguar. The campaign, which launched","Overview
Jaguar ""Copy Nothing"" Rebrand and Logo Change refers to a 2024 rebranding campaign by the British car company Jaguar. The campaign, which launched with Jaguar releasing an advertisement whi… [+344 chars]",2024-11-21T13:50:52Z,"Jaguar ""Copy Nothing"" Rebrand and Logo Change Overview Jaguar ""Copy Nothing"" Rebrand and Logo Change refers to a 2024 rebranding campaign by the British car company Jaguar. The campaign, which launched Overview
Jaguar ""Copy Nothing"" Rebrand and Logo Change refers to a 2024 rebranding campaign by the British car company Jaguar. The campaign, which launched with Jaguar releasing an advertisement whi… [+344 chars]",Jaguar Copy Nothing Rebrand and Logo Change Overview Jaguar Copy Nothing Rebrand and Logo Change refers to a 2024 rebranding campaign by the British car company Jaguar The campaign which launched Overview Jaguar Copy Nothing Rebrand and Logo Change refers to a 2024 rebranding campaign by the British car company Jaguar The campaign which launched with Jaguar releasing an advertisement whi 344 chars,Neutral,0.870371758937836,2024-11-21,neutral,0.673039615154266,company tuesday,2,week jaguar,2,cars elon,3
Mediaite,Phillip Nieto,‘Do You Sell Cars?’ Elon Musks Leads X Outrage Mob Over Jaguar’s ‘Woke’ New Ad,"Billionaire Elon Musk joined a group of online right-wingers in bashing luxury car manufacturer Jaguar for their new rebrand.
The post ‘Do You Sell Cars?’ Elon Musks Leads X Outrage Mob Over Jaguar’s ‘Woke’ New Ad first appeared on Mediaite.","Billionaire Elon Musk joined a group of online right-wingers in bashing luxury car manufacturer Jaguar over their new rebrand on Tuesday.
On Tuesday, the company unveiled a new promotional video on … [+1898 chars]",2024-11-20T20:35:43Z,"‘Do You Sell Cars?’ Elon Musks Leads X Outrage Mob Over Jaguar’s ‘Woke’ New Ad Billionaire Elon Musk joined a group of online right-wingers in bashing luxury car manufacturer Jaguar for their new rebrand.
The post ‘Do You Sell Cars?’ Elon Musks Leads X Outrage Mob Over Jaguar’s ‘Woke’ New Ad first appeared on Mediaite. Billionaire Elon Musk joined a group of online right-wingers in bashing luxury car manufacturer Jaguar over their new rebrand on Tuesday.
On Tuesday, the company unveiled a new promotional video on … [+1898 chars]",Do You Sell Cars Elon Musks Leads X Outrage Mob Over Jaguars Woke New Ad Billionaire Elon Musk joined a group of online rightwingers in bashing luxury car manufacturer Jaguar for their new rebrand The post Do You Sell Cars Elon Musks Leads X Outrage Mob Over Jaguars Woke New Ad first appeared on Mediaite Billionaire Elon Musk joined a group of online rightwingers in bashing luxury car manufacturer Jaguar over their new rebrand on Tuesday On Tuesday the company unveiled a new promotional video on 1898 chars,Neutral,0.604627788066864,2024-11-20,anger,0.96321052312851,brand headed,2,white stuff,2,automaker defends,3
Slashdot.org,feedfeeder,"Jaguar Rebrand Sparks Confusion, Angers Anti-‘Woke’ Critics—Including Elon Musk And Andrew Tate - Forbes","Jaguar Rebrand Sparks Confusion, Angers Anti-‘Woke’ Critics—Including Elon Musk And Andrew TateForbes Jaguar dubbed 'Bud Light 2.0' after releasing modernist rebranding ad with androgynous models, no carsFox Business Radical Jaguar rebrand and new logo sparks…","""Mach was the greatest intellectual fraud in the last ten years.""
""What about X?""
""I said `intellectual'.""
;login, 9/1990",2024-11-21T04:12:41Z,"Jaguar Rebrand Sparks Confusion, Angers Anti-‘Woke’ Critics—Including Elon Musk And Andrew Tate - Forbes Jaguar Rebrand Sparks Confusion, Angers Anti-‘Woke’ Critics—Including Elon Musk And Andrew TateForbes Jaguar dubbed 'Bud Light 2.0' after releasing modernist rebranding ad with androgynous models, no carsFox Business Radical Jaguar rebrand and new logo sparks… ""Mach was the greatest intellectual fraud in the last ten years.""
""What about X?""
""I said `intellectual'.""
;login, 9/1990",Jaguar Rebrand Sparks Confusion Angers AntiWoke CriticsIncluding Elon Musk And Andrew Tate Forbes Jaguar Rebrand Sparks Confusion Angers AntiWoke CriticsIncluding Elon Musk And Andrew TateForbes Jaguar dubbed Bud Light 20 after releasing modernist rebranding ad with androgynous models no carsFox Business Radical Jaguar rebrand and new logo sparks Mach was the greatest intellectual fraud in the last ten years What about X I said intellectual login 91990,Negative,0.68259859085083,2024-11-21,anger,0.400644153356552,blowhard cenk,2,yesterday bucks,2,controversial rebrand,3
Fox News,Greg Gutfeld,GREG GUTFELD: Jaguar rebrand has everyone talking when they aren't actually puking,"Fox News host Greg Gutfeld and the panel react to Jaguar’s ""makeover"" as the company ditches cars in new ad on ‘Gutfeld!’","So, as Anheuser-Busch has learned, one bad ad can really mess up your whole year. That company put a transgender person's face on a can of Bud Light and their stock crashed. Turns out, most guys don'… [+3614 chars]",2024-11-22T05:31:14Z,"GREG GUTFELD: Jaguar rebrand has everyone talking when they aren't actually puking Fox News host Greg Gutfeld and the panel react to Jaguar’s ""makeover"" as the company ditches cars in new ad on ‘Gutfeld!’ So, as Anheuser-Busch has learned, one bad ad can really mess up your whole year. That company put a transgender person's face on a can of Bud Light and their stock crashed. Turns out, most guys don'… [+3614 chars]",GREG GUTFELD Jaguar rebrand has everyone talking when they arent actually puking Fox News host Greg Gutfeld and the panel react to Jaguars makeover as the company ditches cars in new ad on Gutfeld So as AnheuserBusch has learned one bad ad can really mess up your whole year That company put a transgender persons face on a can of Bud Light and their stock crashed Turns out most guys don 3614 chars,Negative,0.802305459976196,2024-11-22,neutral,0.538723826408386,backlash announcing,2,sniffing white,2,launch dec,3
Slashdot.org,feedfeeder,Lifelong Jaguar customer troubled by 'baffling' 'woke' rebrand: 'Going in a very sad direction' - Fox Business,"Lifelong Jaguar customer troubled by 'baffling' 'woke' rebrand: 'Going in a very sad direction'Fox Business Jaguar dubbed 'Bud Light 2.0' after releasing modernist rebranding ad with androgynous models, no carsFox Business Radical Jaguar rebrand and new logo …",The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,2024-11-21T01:12:05Z,"Lifelong Jaguar customer troubled by 'baffling' 'woke' rebrand: 'Going in a very sad direction' - Fox Business Lifelong Jaguar customer troubled by 'baffling' 'woke' rebrand: 'Going in a very sad direction'Fox Business Jaguar dubbed 'Bud Light 2.0' after releasing modernist rebranding ad with androgynous models, no carsFox Business Radical Jaguar rebrand and new logo … The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.",Lifelong Jaguar customer troubled by baffling woke rebrand Going in a very sad direction Fox Business Lifelong Jaguar customer troubled by baffling woke rebrand Going in a very sad directionFox Business Jaguar dubbed Bud Light 20 after releasing modernist rebranding ad with androgynous models no carsFox Business Radical Jaguar rebrand and new logo The Fine Print The following comments are owned by whoever posted them We are not responsible for them in any way,Negative,0.632514536380768,2024-11-21,sadness,0.941927850246429,car company,2,shedding coat,2,vehicle company,3
